start_node,rep,strategy,reward,ls_exact_reward,gap_pct,valid,rollout_time
12,2,sample256,4632.0,5763.0,19.625195210827695,True,0.07392644882202148
13,0,greedy_beam1,3335.0,5826.0,42.75660830758668,True,0.02994537353515625
13,0,beam10,5255.0,5826.0,9.800892550635085,True,0.19055533409118652
13,0,beam20,5255.0,5826.0,9.800892550635085,True,0.33666110038757324
13,0,sample128,4455.0,5826.0,23.53244078269825,True,0.04030418395996094
13,0,sample256,4316.0,5826.0,25.918297288019225,True,0.06045794486999512
13,1,greedy_beam1,3792.0,5724.0,33.75262054507338,True,0.012702703475952148
13,1,beam10,4514.0,5724.0,21.13906359189378,True,0.17744159698486328
13,1,beam20,4514.0,5724.0,21.13906359189378,True,0.339855432510376
13,1,sample128,4633.0,5724.0,19.06009783368274,True,0.04027605056762695
13,1,sample256,4633.0,5724.0,19.06009783368274,True,0.0705873966217041
13,2,greedy_beam1,4117.0,5518.0,25.389633925335264,True,0.022016048431396484
13,2,beam10,4663.0,5518.0,15.494744472635013,True,0.1944432258605957
13,2,beam20,4718.0,5518.0,14.498006524102935,True,0.38309144973754883
13,2,sample128,4709.0,5518.0,14.661109097499095,True,0.04144120216369629
13,2,sample256,4666.0,5518.0,15.440376948169627,True,0.06033182144165039
14,0,greedy_beam1,3539.0,4347.0,18.58753163100989,True,0.01572394371032715
14,0,beam10,4132.0,4347.0,4.945939728548424,True,0.11473870277404785
14,0,beam20,4132.0,4347.0,4.945939728548424,True,0.15758919715881348
14,0,sample128,3539.0,4347.0,18.58753163100989,True,0.025183677673339844
14,0,sample256,3539.0,4347.0,18.58753163100989,True,0.037477731704711914
14,1,greedy_beam1,343.0,3324.0,89.68110709987967,True,0.021684885025024414
14,1,beam10,3140.0,3324.0,5.535499398315283,True,0.10198187828063965
14,1,beam20,3324.0,3324.0,0.0,True,0.1777942180633545
14,1,sample128,3140.0,3324.0,5.535499398315283,True,0.0265047550201416
14,1,sample256,3140.0,3324.0,5.535499398315283,True,0.03778982162475586
14,2,greedy_beam1,2035.0,5642.0,63.93123006026232,True,0.017067432403564453
14,2,beam10,5642.0,5642.0,0.0,True,0.10680651664733887
14,2,beam20,5642.0,5642.0,0.0,True,0.1626427173614502
14,2,sample128,5642.0,5642.0,0.0,True,0.025338411331176758
14,2,sample256,5642.0,5642.0,0.0,True,0.03700399398803711
